6af6f711-c28d-4121-82cd-e0b462a27f02	Апартаменты у парка	Beautiful & luxurious studio at great location	2025-02-20T12:19:53.938Z	Dusseldorf	52	4	img/apartment-01.jpg	studio-01.jpg;studio-photos.jpg	false	true	3	house	678	78	84030	Towels;Fridge	Роланд Дискейн	fish@big.local	img/avatar-max.jpg	ddd	false	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f02	Чудесная комната в центре	Чудесная комната в центре	2025-02-20T12:19:53.939Z	Hamburg	52	4	img/apartment-01.jpg	studio-01.jpg;studio-photos.jpg	false	true	2	hotel	10	78	14902	Baby seat;Washer;Towels;Fridge	Роланд Дискейн	fish@big.local	img/avatar-angelina.jpg	vvv	false	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f00	Чудесная комната в центре	Апартаменты у парка	2025-02-18T12:19:53.940Z	Dusseldorf	52	4	img/apartment-02.jpg	img/avatar-max.jpg	true	false	2	room	678	98	65792	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Олег Сидоров	president@dka.local	img/avatar-angelina.jpg	eee	true	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f01	Beautiful & luxurious studio at great location	Beautiful & luxurious studio at great location	2025-02-21T12:19:53.940Z	Hamburg	52.35514938496378	4.673877537499948	img/apartment-01.jpg	img/avatar-max.jpg;studio-01.jpg;studio-photos.jpg	true	false	4	apartment	10	98	11313	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels	Пьер Безухов	freedom@pisem.local	img/avatar-angelina.jpg	ddd	true	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f02	Прекрасная студия	Чудесная комната в центре	2025-02-22T12:19:53.940Z	Amsterdam	52	4	img/apartment-02.jpg	studio-01.jpg;studio-photos.jpg	false	false	2	apartment	10	76	69661	Fridge	Холи Гибни	fish@big.local	img/avatar-angelina.jpg	vvv	true	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f01	Прекрасная студия	Чудесная комната в центре	2025-02-17T12:19:53.940Z	Hamburg	52	4	img/apartment-03.jpg	img/avatar-max.jpg;studio-01.jpg	true	true	4	hotel	90	100	3184	Baby seat;Washer;Towels;Fridge	Иван Иванов	snow@pisem.local	img/avatar-angelina.jpg	vvv	false	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f02	Чудесная комната в центре	Дом у озера	2025-02-21T12:19:53.940Z	Cologne	52	4	img/apartment-small-04.jpg	studio-01.jpg;studio-photos.jpg	true	false	4	hotel	10	98	30245	Laptop friendly workspace;Baby seat;Washer;Towels	Иван Иванов	test@pisem.local	img/avatar-max.jpg	ddd	true	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f03	Дом у озера	Апартаменты у парка	2025-02-19T12:19:53.940Z	Hamburg	52	4	img/apartment-03.jpg	studio-01.jpg;studio-photos.jpg	false	false	3	hotel	10	76	76124	Washer;Towels;Fridge	Олег Сидоров	test@pisem.local	img/avatar-angelina.jpg	vvv	true	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f00	Дом у озера	Апартаменты у парка	2025-02-21T12:19:53.940Z	Dusseldorf	52	4	img/apartment-01.jpg	studio-photos.jpg	false	false	3	hotel	678	98	94977	Breakfast;Air conditioning;Laptop friendly workspace;Baby seat;Washer	Роланд Дискейн	test@pisem.local	img/avatar-max.jpg	ddd	false	52.35514938496378	4.673877537499948
6af6f711-c28d-4121-82cd-e0b462a27f02	Beautiful & luxurious studio at great location	Апартаменты у парка	2025-02-18T12:19:53.940Z	Dusseldorf	52	4	img/apartment-01.jpg	img/avatar-max.jpg;studio-01.jpg;studio-photos.jpg	false	false	3	room	4	98	29559	Laptop friendly workspace;Baby seat;Washer;Towels	Пьер Безухов	freedom@pisem.local	img/avatar-angelina.jpg	ddd	true	52.35514938496378	4.673877537499948
git v
